Trial,location,planting date,harvest date,latitude,longitude
ARS-SRPN-2011-HUTCHINSON-B,"Hutchinson, KS", 2010-01-01, 2011-12-31, 37.954312, -97.88569
ARS-SRPN-2011-FARMINGTON,"Farmington, NM", 2010-01-01, 2011-12-31, 36.740321, -108.178691
ARS-SRPN-2011-LINCOLN,"Lincoln, NE", 2010-01-01, 2011-12-31, 40.865142, -96.823133
ARS-SRPN-2011-PROSPER,"Prosper, TX", 2010-01-01, 2011-12-31, 33.254191, -96.78524
ARS-SRPN-2011-DAKOTA_LAKES,"Dakota Lakes, SD", 2010-01-01, 2011-12-31, 45.006778, -99.96554999999999
ARS-SRPN-2011-WINNER,"Winner, SD", 2010-01-01, 2011-12-31, 43.331763, -99.803286
ARS-SRPN-2011-FORT_COBB,"Fort Cobb, OK", 2010-01-01, 2011-12-31, 35.100632, -98.44173000000001
ARS-SRPN-2012-CLAY_CENTER,"Clay Center, NE", 2011-01-01, 2012-12-31, 40.565856, -98.07090700000001
ARS-SRPN-2012-NORTH_PLATTE,"North Platte, NE", 2011-01-01, 2012-12-31, 41.102555, -100.74907
ARS-SRPN-2012-SIDNEY,"Sidney, NE", 2011-01-01, 2012-12-31, 41.220549, -102.995925
ARS-SRPN-2012-BUSHLAND,"Bushland, TX", 2011-01-01, 2012-12-31, 35.192, -102.06464
ARS-SRPN-2012-BUSHLAND-IRRIGATED,"Bushland, TX", 2011-01-01, 2012-12-31, 35.192, -102.06464
ARS-SRPN-2012-CHILLICOTHE,"Chillicothe, TX", 2011-01-01, 2012-12-31, 34.25647, -99.51676
ARS-SRPN-2012-MCGREGOR,"McGregor, TX", 2011-01-01, 2012-12-31, 31.44406, -97.40918000000001
ARS-SRPN-2012-STILLWATER,"Stillwater, OK", 2011-01-01, 2012-12-31, 36.101521, -97.069061
ARS-SRPN-2012-GOODWELL,"Goodwell, OK", 2011-01-01, 2012-12-31, 36.594672, -101.630164
ARS-SRPN-2012-LAHOMA,"Lahoma, OK", 2011-01-01, 2012-12-31, 36.388985, -98.091121
ARS-SRPN-2012-MANHATTAN,"Manhattan, KS", 2011-01-01, 2012-12-31, 39.209375, -96.564589
ARS-SRPN-2012-HAYS,"Hays, KS", 2011-01-01, 2012-12-31, 38.878202, -99.33480299999999
ARS-SRPN-2012-COLBY,"Colby, KS", 2011-01-01, 2012-12-31, 39.40152, -100.973696
ARS-SRPN-2012-FORT_COLLINS,"Fort Collins, CO", 2011-01-01, 2012-12-31, 40.594597, -105.127416
ARS-SRPN-2012-AKRON,"Akron, CO", 2011-01-01, 2012-12-31, 40.073328, -103.202379
ARS-SRPN-2012-JULESBURG,"Julesburg, CO", 2011-01-01, 2012-12-31, 40.98833, -102.26435
ARS-SRPN-2012-BURLINGTON,"Burlington, CO", 2011-01-01, 2012-12-31, 39.30611, -102.26936
ARS-SRPN-2012-BROOKINGS,"Brookings, SD", 2011-01-01, 2012-12-31, 44.355091, -96.762102
ARS-SRPN-2012-ARCHER,"Archer, WY", 2011-01-01, 2012-12-31, 41.092356, -104.936269
ARS-SRPN-2012-FARMINGTON,"Farmington, NM", 2011-01-01, 2012-12-31, 36.740321, -108.178691
ARS-SRPN-2012-LINCOLN,"Lincoln, NE", 2011-01-01, 2012-12-31, 40.865142, -96.823133
ARS-SRPN-2012-PROSPER,"Prosper, TX", 2011-01-01, 2012-12-31, 33.254191, -96.78524
ARS-SRPN-2012-DAKOTA_LAKES,"Dakota Lakes, SD", 2011-01-01, 2012-12-31, 45.006778, -99.96554999999999
ARS-SRPN-2012-WINNER,"Winner, SD", 2011-01-01, 2012-12-31, 43.331763, -99.803286
ARS-SRPN-2012-WICHITA,"Wichita, KS", 2011-01-01, 2012-12-31, 37.651974, -97.25899699999999
ARS-SRPN-2012-WINFIELD,"Winfield, KS", 2011-01-01, 2012-12-31, 37.232126, -96.996334
ARS-SRPN-2012-FORT_COBB,"Fort Cobb, OK", 2011-01-01, 2012-12-31, 35.100632, -98.44173000000001
ARS-SRPN-2012-LARNED,"Larned, KS", 2011-01-01, 2012-12-31, 38.194644, -99.10096
ARS-SRPN-2013-CLAY_CENTER,"Clay Center, NE", 2012-01-01, 2013-12-31, 40.565856, -98.07090700000001
ARS-SRPN-2013-ALLIANCE,"Alliance, NE", 2012-01-01, 2013-12-31, 42.09302, -102.8702
ARS-SRPN-2013-STILLWATER,"Stillwater, OK", 2012-01-01, 2013-12-31, 36.101521, -97.069061
ARS-SRPN-2013-GOODWELL,"Goodwell, OK", 2012-01-01, 2013-12-31, 36.594672, -101.630164
ARS-SRPN-2013-LAHOMA,"Lahoma, OK", 2012-01-01, 2013-12-31, 36.388985, -98.091121
ARS-SRPN-2013-MANHATTAN,"Manhattan, KS", 2012-01-01, 2013-12-31, 39.209375, -96.564589
ARS-SRPN-2013-HAYS,"Hays, KS", 2012-01-01, 2013-12-31, 38.878202, -99.33480299999999
ARS-SRPN-2013-GARDEN_CITY,"Garden City, KS", 2012-01-01, 2013-12-31, 38.000771, -100.664407
ARS-SRPN-2013-FORT_COLLINS,"Fort Collins, CO", 2012-01-01, 2013-12-31, 40.594597, -105.127416
ARS-SRPN-2013-AKRON,"Akron, CO", 2012-01-01, 2013-12-31, 40.073328, -103.202379
ARS-SRPN-2013-JULESBURG,"Julesburg, CO", 2012-01-01, 2013-12-31, 40.98833, -102.26435
ARS-SRPN-2013-BROOKINGS,"Brookings, SD", 2012-01-01, 2013-12-31, 44.355091, -96.762102
ARS-SRPN-2013-COLUMBIA,"Columbia, MO", 2012-01-01, 2013-12-31, 38.894165, -92.274145
ARS-SRPN-2013-HUTCHINSON-B,"Hutchinson, KS", 2012-01-01, 2013-12-31, 37.954312, -97.88569
ARS-SRPN-2013-HUTCHINSON-A,"Hutchinson, KS", 2012-01-01, 2013-12-31, 37.954312, -97.88569
ARS-SRPN-2013-FARMINGTON,"Farmington, NM", 2012-01-01, 2013-12-31, 36.740321, -108.178691
ARS-SRPN-2013-LINCOLN,"Lincoln, NE", 2012-01-01, 2013-12-31, 40.865142, -96.823133
ARS-SRPN-2013-DAKOTA_LAKES,"Dakota Lakes, SD", 2012-01-01, 2013-12-31, 45.006778, -99.96554999999999
ARS-SRPN-2013-WINNER,"Winner, SD", 2012-01-01, 2013-12-31, 43.331763, -99.803286
ARS-SRPN-2013-WICHITA,"Wichita, KS", 2012-01-01, 2013-12-31, 37.651974, -97.25899699999999
ARS-SRPN-2013-WINFIELD,"Winfield, KS", 2012-01-01, 2013-12-31, 37.232126, -96.996334
ARS-SRPN-2013-GRANITE,"Granite, OK", 2012-01-01, 2013-12-31, 34.950884, -99.394148
ARS-SRPN-2014-CLAY_CENTER,"Clay Center, NE", 2013-01-01, 2014-12-31, 40.565856, -98.07090700000001
ARS-SRPN-2014-NORTH_PLATTE,"North Platte, NE", 2013-01-01, 2014-12-31, 41.102555, -100.74907
ARS-SRPN-2014-SIDNEY,"Sidney, NE", 2013-01-01, 2014-12-31, 41.220549, -102.995925
ARS-SRPN-2014-ALLIANCE,"Alliance, NE", 2013-01-01, 2014-12-31, 42.09302, -102.8702
ARS-SRPN-2014-BUSHLAND-IRRIGATED,"Bushland, TX", 2013-01-01, 2014-12-31, 35.192, -102.06464
ARS-SRPN-2014-CHILLICOTHE,"Chillicothe, TX", 2013-01-01, 2014-12-31, 34.25647, -99.51676
ARS-SRPN-2014-STILLWATER,"Stillwater, OK", 2013-01-01, 2014-12-31, 36.101521, -97.069061
ARS-SRPN-2014-ENID,"Enid, OK", 2013-01-01, 2014-12-31, 36.402681, -97.843091
ARS-SRPN-2014-GOODWELL,"Goodwell, OK", 2013-01-01, 2014-12-31, 36.594672, -101.630164
ARS-SRPN-2014-LAHOMA,"Lahoma, OK", 2013-01-01, 2014-12-31, 36.388985, -98.091121
ARS-SRPN-2014-MANHATTAN,"Manhattan, KS", 2013-01-01, 2014-12-31, 39.209375, -96.564589
ARS-SRPN-2014-HAYS,"Hays, KS", 2013-01-01, 2014-12-31, 38.878202, -99.33480299999999
ARS-SRPN-2014-COLBY,"Colby, KS", 2013-01-01, 2014-12-31, 39.40152, -100.973696
ARS-SRPN-2014-FORT_COLLINS,"Fort Collins, CO", 2013-01-01, 2014-12-31, 40.594597, -105.127416
ARS-SRPN-2014-WALSH,"Walsh, CO", 2013-01-01, 2014-12-31, 37.368042, -102.265146
ARS-SRPN-2014-AKRON,"Akron, CO", 2013-01-01, 2014-12-31, 40.073328, -103.202379
ARS-SRPN-2014-JULESBURG,"Julesburg, CO", 2013-01-01, 2014-12-31, 40.98833, -102.26435
ARS-SRPN-2014-BURLINGTON,"Burlington, CO", 2013-01-01, 2014-12-31, 39.30611, -102.26936
ARS-SRPN-2014-BROOKINGS,"Brookings, SD", 2013-01-01, 2014-12-31, 44.355091, -96.762102
ARS-SRPN-2014-ARCHER,"Archer, WY", 2013-01-01, 2014-12-31, 41.092356, -104.936269
ARS-SRPN-2014-COLUMBIA,"Columbia, MO", 2013-01-01, 2014-12-31, 38.894165, -92.274145
ARS-SRPN-2014-FARMINGTON,"Farmington, NM", 2013-01-01, 2014-12-31, 36.740321, -108.178691
ARS-SRPN-2014-LINCOLN,"Lincoln, NE", 2013-01-01, 2014-12-31, 40.865142, -96.823133
ARS-SRPN-2014-WINNER,"Winner, SD", 2013-01-01, 2014-12-31, 43.331763, -99.803286
ARS-SRPN-2014-WICHITA,"Wichita, KS", 2013-01-01, 2014-12-31, 37.651974, -97.25899699999999
ARS-SRPN-2014-WINFIELD,"Winfield, KS", 2013-01-01, 2014-12-31, 37.232126, -96.996334
ARS-SRPN-2014-GRANITE,"Granite, OK", 2013-01-01, 2014-12-31, 34.950884, -99.394148
ARS-SRPN-2015-CLAY_CENTER,"Clay Center, NE", 2014-01-01, 2015-12-31, 40.565856, -98.07090700000001
ARS-SRPN-2015-NORTH_PLATTE,"North Platte, NE", 2014-01-01, 2015-12-31, 41.102555, -100.74907
ARS-SRPN-2015-SIDNEY,"Sidney, NE", 2014-01-01, 2015-12-31, 41.220549, -102.995925
ARS-SRPN-2015-STILLWATER,"Stillwater, OK", 2014-01-01, 2015-12-31, 36.101521, -97.069061
ARS-SRPN-2015-GOODWELL,"Goodwell, OK", 2014-01-01, 2015-12-31, 36.594672, -101.630164
ARS-SRPN-2015-LAHOMA,"Lahoma, OK", 2014-01-01, 2015-12-31, 36.388985, -98.091121
ARS-SRPN-2015-MANHATTAN,"Manhattan, KS", 2014-01-01, 2015-12-31, 39.209375, -96.564589
ARS-SRPN-2015-HAYS,"Hays, KS", 2014-01-01, 2015-12-31, 38.878202, -99.33480299999999
ARS-SRPN-2015-COLBY,"Colby, KS", 2014-01-01, 2015-12-31, 39.40152, -100.973696
ARS-SRPN-2015-FORT_COLLINS,"Fort Collins, CO", 2014-01-01, 2015-12-31, 40.594597, -105.127416
ARS-SRPN-2015-AKRON,"Akron, CO", 2014-01-01, 2015-12-31, 40.073328, -103.202379
ARS-SRPN-2015-JULESBURG,"Julesburg, CO", 2014-01-01, 2015-12-31, 40.98833, -102.26435
ARS-SRPN-2015-BURLINGTON,"Burlington, CO", 2014-01-01, 2015-12-31, 39.30611, -102.26936
ARS-SRPN-2015-ALTUS,"Altus, OK", 2014-01-01, 2015-12-31, 34.663039, -99.280343
ARS-SRPN-2015-HUTCHINSON-B,"Hutchinson, KS", 2014-01-01, 2015-12-31, 37.954312, -97.88569
ARS-SRPN-2015-HUTCHINSON-A,"Hutchinson, KS", 2014-01-01, 2015-12-31, 37.954312, -97.88569
ARS-SRPN-2015-LINCOLN,"Lincoln, NE", 2014-01-01, 2015-12-31, 40.865142, -96.823133
ARS-SRPN-2015-WICHITA,"Wichita, KS", 2014-01-01, 2015-12-31, 37.651974, -97.25899699999999
ARS-SRPN-2015-WINFIELD,"Winfield, KS", 2014-01-01, 2015-12-31, 37.232126, -96.996334
ARS-NRPN-1998-NORTH_PLATTE,"North Platte, NE", 1997-01-01, 1998-12-31, 41.102555, -100.74907
ARS-NRPN-1998-SIDNEY,"Sidney, NE", 1997-01-01, 1998-12-31, 41.220549, -102.995925
ARS-NRPN-1998-ALLIANCE,"Alliance, NE", 1997-01-01, 1998-12-31, 42.09302, -102.8702
ARS-NRPN-1998-BROOKINGS,"Brookings, SD", 1997-01-01, 1998-12-31, 44.355091, -96.762102
ARS-NRPN-1998-WILLISTON,"Williston, ND", 1997-01-01, 1998-12-31, 48.225729, -103.649047
ARS-NRPN-1998-HETTINGER,"Hettinger, ND", 1997-01-01, 1998-12-31, 46.057786, -102.785054
ARS-NRPN-1998-ARCHER,"Archer, WY", 1997-01-01, 1998-12-31, 41.092356, -104.936269
ARS-NRPN-1998-MOCCASIN,"Moccasin, MT", 1997-01-01, 1998-12-31, 34.99842, -84.01824000000001
ARS-NRPN-1998-LIND,"Lind, WA", 1997-01-01, 1998-12-31, 46.904229, -118.690546
ARS-NRPN-1998-ROSEMOUNT,"Rosemount, MN", 1997-01-01, 1998-12-31, 44.73941, -93.12577
ARS-NRPN-1998-WASECA,"Waseca, MN", 1997-01-01, 1998-12-31, 44.065547, -93.550495
ARS-NRPN-1998-BOZEMAN,"Bozeman, MT", 1997-01-01, 1998-12-31, 45.82641, -110.898799
ARS-NRPN-1998-LINCOLN,"Lincoln, NE", 1997-01-01, 1998-12-31, 40.865142, -96.823133
ARS-NRPN-1998-DAKOTA_LAKES,"Dakota Lakes, SD", 1997-01-01, 1998-12-31, 45.006778, -99.96554999999999
ARS-NRPN-1998-AMES,"Ames, IA", 1997-01-01, 1998-12-31, 42.037879, -93.60025400000001
ARS-NRPN-1998-BILLINGS,"Billings, MT", 1997-01-01, 1998-12-31, 45.686966, -108.387392
ARS-NRPN-1999-NORTH_PLATTE,"North Platte, NE", 1998-01-01, 1999-12-31, 41.102555, -100.74907
ARS-NRPN-1999-ALLIANCE,"Alliance, NE", 1998-01-01, 1999-12-31, 42.09302, -102.8702
ARS-NRPN-1999-BROOKINGS,"Brookings, SD", 1998-01-01, 1999-12-31, 44.355091, -96.762102
ARS-NRPN-1999-CASSELTON,"Casselton, ND", 1998-01-01, 1999-12-31, 46.90053, -97.21120000000001
ARS-NRPN-1999-WILLISTON,"Williston, ND", 1998-01-01, 1999-12-31, 48.225729, -103.649047
ARS-NRPN-1999-HETTINGER,"Hettinger, ND", 1998-01-01, 1999-12-31, 46.057786, -102.785054
ARS-NRPN-1999-ARCHER,"Archer, WY", 1998-01-01, 1999-12-31, 41.092356, -104.936269
ARS-NRPN-1999-MOCCASIN,"Moccasin, MT", 1998-01-01, 1999-12-31, 34.99842, -84.01824000000001
ARS-NRPN-1999-LETHBRIDGE,"Lethbridge, AB", 1998-01-01, 1999-12-31, 49.69999, -112.81856
ARS-NRPN-1999-ROSEMOUNT,"Rosemount, MN", 1998-01-01, 1999-12-31, 44.73941, -93.12577
ARS-NRPN-1999-WASECA,"Waseca, MN", 1998-01-01, 1999-12-31, 44.065547, -93.550495
ARS-NRPN-1999-BOZEMAN,"Bozeman, MT", 1998-01-01, 1999-12-31, 45.82641, -110.898799
ARS-NRPN-1999-LINCOLN,"Lincoln, NE", 1998-01-01, 1999-12-31, 40.865142, -96.823133
ARS-NRPN-1999-DAKOTA_LAKES,"Dakota Lakes, SD", 1998-01-01, 1999-12-31, 45.006778, -99.96554999999999
ARS-NRPN-1999-WINNER,"Winner, SD", 1998-01-01, 1999-12-31, 43.331763, -99.803286
ARS-NRPN-1999-AMES,"Ames, IA", 1998-01-01, 1999-12-31, 42.037879, -93.60025400000001
ARS-NRPN-1999-GRANT,"Grant, NE", 1998-01-01, 1999-12-31, 40.846046, -101.7258
ARS-SRPN-1998-CLAY_CENTER,"Clay Center, NE", 1997-01-01, 1998-12-31, 40.565856, -98.07090700000001
ARS-SRPN-1998-NORTH_PLATTE,"North Platte, NE", 1997-01-01, 1998-12-31, 41.102555, -100.74907
ARS-SRPN-1998-SIDNEY,"Sidney, NE", 1997-01-01, 1998-12-31, 41.220549, -102.995925
ARS-SRPN-1998-BUSHLAND,"Bushland, TX", 1997-01-01, 1998-12-31, 35.192, -102.06464
ARS-SRPN-1998-BUSHLAND-IRRIGATED,"Bushland, TX", 1997-01-01, 1998-12-31, 35.192, -102.06464
ARS-SRPN-1998-CHILLICOTHE,"Chillicothe, TX", 1997-01-01, 1998-12-31, 34.25647, -99.51676
ARS-SRPN-1998-STILLWATER,"Stillwater, OK", 1997-01-01, 1998-12-31, 36.101521, -97.069061
ARS-SRPN-1998-GOODWELL,"Goodwell, OK", 1997-01-01, 1998-12-31, 36.594672, -101.630164
ARS-SRPN-1998-LAHOMA,"Lahoma, OK", 1997-01-01, 1998-12-31, 36.388985, -98.091121
ARS-SRPN-1998-MANHATTAN,"Manhattan, KS", 1997-01-01, 1998-12-31, 39.209375, -96.564589
ARS-SRPN-1998-HAYS,"Hays, KS", 1997-01-01, 1998-12-31, 38.878202, -99.33480299999999
ARS-SRPN-1998-COLBY,"Colby, KS", 1997-01-01, 1998-12-31, 39.40152, -100.973696
ARS-SRPN-1998-GARDEN_CITY,"Garden City, KS", 1997-01-01, 1998-12-31, 38.000771, -100.664407
ARS-SRPN-1998-FORT_COLLINS,"Fort Collins, CO", 1997-01-01, 1998-12-31, 40.594597, -105.127416
ARS-SRPN-1998-WALSH,"Walsh, CO", 1997-01-01, 1998-12-31, 37.368042, -102.265146
ARS-SRPN-1998-JULESBURG,"Julesburg, CO", 1997-01-01, 1998-12-31, 40.98833, -102.26435
ARS-SRPN-1998-BURLINGTON,"Burlington, CO", 1997-01-01, 1998-12-31, 39.30611, -102.26936
ARS-SRPN-1998-CRAWFORDSVILLE,"Crawfordsville, IA", 1997-01-01, 1998-12-31, 41.20951, -91.551283
ARS-SRPN-1998-BROOKINGS,"Brookings, SD", 1997-01-01, 1998-12-31, 44.355091, -96.762102
ARS-SRPN-1998-COLUMBIA,"Columbia, MO", 1997-01-01, 1998-12-31, 38.894165, -92.274145
ARS-SRPN-1998-LIND,"Lind, WA", 1997-01-01, 1998-12-31, 46.904229, -118.690546
ARS-SRPN-1998-ALTUS,"Altus, OK", 1997-01-01, 1998-12-31, 34.663039, -99.280343
ARS-SRPN-1998-HUTCHINSON-B,"Hutchinson, KS", 1997-01-01, 1998-12-31, 37.954312, -97.88569
ARS-SRPN-1998-FARMINGTON,"Farmington, NM", 1997-01-01, 1998-12-31, 36.740321, -108.178691
ARS-SRPN-1998-LINCOLN,"Lincoln, NE", 1997-01-01, 1998-12-31, 40.865142, -96.823133
ARS-SRPN-1998-DAKOTA_LAKES,"Dakota Lakes, SD", 1997-01-01, 1998-12-31, 45.006778, -99.96554999999999
ARS-SRPN-1998-WINNER,"Winner, SD", 1997-01-01, 1998-12-31, 43.331763, -99.803286
ARS-SRPN-1998-WICHITA,"Wichita, KS", 1997-01-01, 1998-12-31, 37.651974, -97.25899699999999
ARS-SRPN-1998-WINFIELD,"Winfield, KS", 1997-01-01, 1998-12-31, 37.232126, -96.996334
ARS-SRPN-1998-SALINA,"Salina, KS", 1997-01-01, 1998-12-31, 38.823673, -97.64211299999999
ARS-SRPN-1998-GRANT,"Grant, NE", 1997-01-01, 1998-12-31, 40.846046, -101.7258
ARS-SRPN-1998-HUGOTON-B,"Hugoton, KS", 1997-01-01, 1998-12-31, 37.243161, -101.281684
ARS-SRPN-1999-CLAY_CENTER,"Clay Center, NE", 1998-01-01, 1999-12-31, 40.565856, -98.07090700000001
ARS-SRPN-1999-NORTH_PLATTE,"North Platte, NE", 1998-01-01, 1999-12-31, 41.102555, -100.74907
ARS-SRPN-1999-ALLIANCE,"Alliance, NE", 1998-01-01, 1999-12-31, 42.09302, -102.8702
ARS-SRPN-1999-CLOVIS,"Clovis, NM", 1998-01-01, 1999-12-31, 34.497241, -103.294978
ARS-SRPN-1999-CLOVIS-IRRIGATED,"Clovis, NM", 1998-01-01, 1999-12-31, 34.497241, -103.294978
ARS-SRPN-1999-BUSHLAND,"Bushland, TX", 1998-01-01, 1999-12-31, 35.192, -102.06464
ARS-SRPN-1999-BUSHLAND-IRRIGATED,"Bushland, TX", 1998-01-01, 1999-12-31, 35.192, -102.06464
ARS-SRPN-1999-CHILLICOTHE,"Chillicothe, TX", 1998-01-01, 1999-12-31, 34.25647, -99.51676
ARS-SRPN-1999-MCGREGOR,"McGregor, TX", 1998-01-01, 1999-12-31, 31.44406, -97.40918000000001
ARS-SRPN-1999-STILLWATER,"Stillwater, OK", 1998-01-01, 1999-12-31, 36.101521, -97.069061
ARS-SRPN-1999-GOODWELL,"Goodwell, OK", 1998-01-01, 1999-12-31, 36.594672, -101.630164
ARS-SRPN-1999-LAHOMA,"Lahoma, OK", 1998-01-01, 1999-12-31, 36.388985, -98.091121
ARS-SRPN-1999-MANHATTAN,"Manhattan, KS", 1998-01-01, 1999-12-31, 39.209375, -96.564589
ARS-SRPN-1999-HAYS,"Hays, KS", 1998-01-01, 1999-12-31, 38.878202, -99.33480299999999
ARS-SRPN-1999-COLBY,"Colby, KS", 1998-01-01, 1999-12-31, 39.40152, -100.973696
ARS-SRPN-1999-GARDEN_CITY,"Garden City, KS", 1998-01-01, 1999-12-31, 38.000771, -100.664407
ARS-SRPN-1999-FORT_COLLINS,"Fort Collins, CO", 1998-01-01, 1999-12-31, 40.594597, -105.127416
ARS-SRPN-1999-WALSH,"Walsh, CO", 1998-01-01, 1999-12-31, 37.368042, -102.265146
ARS-SRPN-1999-AKRON,"Akron, CO", 1998-01-01, 1999-12-31, 40.073328, -103.202379
ARS-SRPN-1999-JULESBURG,"Julesburg, CO", 1998-01-01, 1999-12-31, 40.98833, -102.26435
ARS-SRPN-1999-BURLINGTON,"Burlington, CO", 1998-01-01, 1999-12-31, 39.30611, -102.26936
ARS-SRPN-1999-CRAWFORDSVILLE,"Crawfordsville, IA", 1998-01-01, 1999-12-31, 41.20951, -91.551283
ARS-SRPN-1999-BROOKINGS,"Brookings, SD", 1998-01-01, 1999-12-31, 44.355091, -96.762102
ARS-SRPN-1999-COLUMBIA,"Columbia, MO", 1998-01-01, 1999-12-31, 38.894165, -92.274145
ARS-SRPN-1999-ALTUS,"Altus, OK", 1998-01-01, 1999-12-31, 34.663039, -99.280343
ARS-SRPN-1999-HUTCHINSON-B,"Hutchinson, KS", 1998-01-01, 1999-12-31, 37.954312, -97.88569
ARS-SRPN-1999-FARMINGTON,"Farmington, NM", 1998-01-01, 1999-12-31, 36.740321, -108.178691
ARS-SRPN-1999-LINCOLN,"Lincoln, NE", 1998-01-01, 1999-12-31, 40.865142, -96.823133
ARS-SRPN-1999-PROSPER,"Prosper, TX", 1998-01-01, 1999-12-31, 33.254191, -96.78524
ARS-SRPN-1999-DAKOTA_LAKES,"Dakota Lakes, SD", 1998-01-01, 1999-12-31, 45.006778, -99.96554999999999
ARS-SRPN-1999-WINNER,"Winner, SD", 1998-01-01, 1999-12-31, 43.331763, -99.803286
ARS-SRPN-1999-WICHITA,"Wichita, KS", 1998-01-01, 1999-12-31, 37.651974, -97.25899699999999
ARS-SRPN-1999-SALINA,"Salina, KS", 1998-01-01, 1999-12-31, 38.823673, -97.64211299999999
ARS-NRPN-1998-LETHBRIDGE,"Lethbridge, AB", 1997-01-01, 1998-12-31, 49.69999, -112.81856
ARS-NRPN-1998-WINNER,"Winner, SD", 1997-01-01, 1998-12-31, 43.331763, -99.803286
ABBmid_2014_Brownstown,"Brownstown, IL", 2013-01-01, 2014-12-31, 38.99609, -88.955803
ABBmid_2015_Urbana,"Urbana, IL", 2014-01-01, 2015-12-31, 40.10897, -88.21102
ABBmid_2014_Lexington,"Lexington, KY", 2013-01-01, 2014-12-31, 37.98869, -84.47772
ABBmid_2014_Woodford,"Woodford Co, KY", 2013-01-01, 2014-12-31, 38.04239, -84.74359
ABBmid_2015_Lexington,"Lexington, KY", 2014-01-01, 2015-12-31, 37.98869, -84.47772
ABBmid_2015_Woodford,"Woodford Co, KY", 2014-01-01, 2015-12-31, 38.04239, -84.74359
ABBmid_2014_Blacksburg,"Blacksburg, VA", 2013-09-30, 2014-06-30, 37.1965, -80.5718
ABBmid_2014_Warsaw,"Warsaw, VA", 2013-10-22, 2014-06-24, 37.9879, -76.777
ABBmid_2015_Blacksburg,"Blacksburg, VA", 2014-09-22, 2015-06-29, 37.1965, -80.5718
ABBmid_2015_Warsaw,"Warsaw, VA", 2014-10-21, 2015-06-22, 37.9879, -76.777
NDK-WHEAT-2005-CARRINGTON,"Carrington, ND", 2004-09-29, 2005-07-28, 47.457278, -98.893314
NDK-WHEAT-2005-DICKINSON,"Dickinson, ND", 2004-09-24, 2005-08-02, 46.87918, -102.78962
NDK-WHEAT-2005-HETTINGER,"Hettinger, ND", 2004-01-01, 2005-12-31, 46.057786, -102.785054
NDK-WHEAT-2005-LANGDON,"Langdon, ND", 2004-09-10, 2005-08-05, 48.753679, -98.288629
NDK-WHEAT-2005-LISBON,"Lisbon, ND", 2004-01-01, 2005-12-31, 46.455974, -97.636917
NDK-WHEAT-2005-MINOT,"Minot, ND", 2004-01-01, 2005-12-31, 48.084625, -101.419006
NDK-WHEAT-2005-PROSPER,"Prosper, ND", 2004-01-01, 2005-12-31, 46.963027, -97.019808
NDK-WHEAT-2005-WILLISTON,"Williston, ND", 2004-09-14, 2005-07-26, 48.225729, -103.649047
NDK-WHEAT-2006-CARRINGTON,"Carrington, ND", 2005-01-01, 2006-07-19, 47.457278, -98.893314
NDK-WHEAT-2006-HETTINGER,"Hettinger, ND", 2005-01-01, 2006-12-31, 46.057786, -102.785054
NDK-WHEAT-2006-LANGDON,"Langdon, ND", 2005-01-01, 2006-12-31, 48.753679, -98.288629
NDK-WHEAT-2006-LISBON,"Lisbon, ND", 2005-01-01, 2006-12-31, 46.455974, -97.636917
NDK-WHEAT-2006-MANDAN,"Mandan, ND", 2005-01-01, 2006-12-31, 46.71312, -100.952585
NDK-WHEAT-2006-MINOT,"Minot, ND", 2005-01-01, 2006-12-31, 48.084625, -101.419006
NDK-WHEAT-2006-PROSPER,"Prosper, ND", 2005-01-01, 2006-12-31, 46.963027, -97.019808
NDK-WHEAT-2006-WILLISTON,"Williston, ND", 2005-09-15, 2006-07-21, 48.225729, -103.649047
NDK-WHEAT-2007-CARRINGTON,"Carrington, ND", 2006-09-14, 2007-07-30, 47.457278, -98.893314
NDK-WHEAT-2007-DICKINSON,"Dickinson, ND", 2006-09-20, 2007-07-31, 46.87918, -102.78962
NDK-WHEAT-2007-HETTINGER,"Hettinger, ND", 2006-01-01, 2007-12-31, 46.057786, -102.785054
NDK-WHEAT-2007-LANGDON,"Langdon, ND", 2006-01-01, 2007-12-31, 48.753679, -98.288629
NDK-WHEAT-2007-LISBON,"Lisbon, ND", 2006-01-01, 2007-12-31, 46.455974, -97.636917
NDK-WHEAT-2007-MANDAN,"Mandan, ND", 2006-01-01, 2007-12-31, 46.71312, -100.952585
NDK-WHEAT-2007-PROSPER,"Prosper, ND", 2006-01-01, 2007-12-31, 46.963027, -97.019808
NDK-WHEAT-2007-WILLISTON,"Williston, ND", 2006-09-13, 2007-07-23, 48.225729, -103.649047
NDK-WHEAT-2008-CARRINGTON,"Carrington, ND", 2007-01-01, 2008-12-31, 47.457278, -98.893314
NDK-WHEAT-2008-DICKINSON,"Dickinson, ND", 2007-09-18, 2008-07-31, 46.87918, -102.78962
NDK-WHEAT-2008-HETTINGER,"Hettinger, ND", 2007-01-01, 2008-12-31, 46.057786, -102.785054
NDK-WHEAT-2008-LANGDON,"Langdon, ND", 2007-09-12, 2008-08-21, 48.753679, -98.288629
NDK-WHEAT-2008-LISBON,"Lisbon, ND", 2007-01-01, 2008-12-31, 46.455974, -97.636917
NDK-WHEAT-2008-MANDAN,"Mandan, ND", 2007-01-01, 2008-12-31, 46.71312, -100.952585
